id,date,jev_domain,jev_domain_name,jev_depth,jev_is_substantive,jev_has_rule,is_mental_model,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
2009141715509326019,2026-01-08 05:54:47,meme_pvp,Meme PVP,1.92,0.84,0.08,🧠 核心思维,⭐ JEV精选,221,18,69,71314,"现在bsc的meme上了二级起不来是因为博弈太透明且共识了，你在每个阶段赌的是什么预期，对手盘是谁一清二楚。

1. 上了合约买入埋伏现货，埋伏的是新闻交易和现货冲进来的资金

2. 上了现货新闻交易的狙进去，埋伏的是上了现货手动fomo追的

3. 现货开盘之后之前埋伏的统一浇给现货fomo接盘的韭菜

4.",0,,https://x.com/Michael_Liu93/status/2009141715509326019
1932000452406567068,2025-06-09 09:02:57,meme_pvp,Meme PVP,1.92,0.84,0.05,,⭐ JEV精选,213,19,59,66308,"一开始我也很讨厌刷到小水文，后来我发现kaito、cookie和营销号小水文这种“mindshare”结合着价格走势可以当挺精准的反向指标看。

通常项目方密集打广告就三个时点，1. 发币之前，刷声量做给交易所看，希望得到交易所垂涎、2. 发币的时候，吸引第一波买盘接砸盘、3.",0,,https://x.com/Michael_Liu93/status/1932000452406567068
1913532835484602695,2025-04-19 09:59:14,meme_pvp,Meme PVP,1.92,0.92,0.21,🧠 核心思维,⭐ JEV精选,204,31,32,72118,"我刚开始交易meme买的是Troll，这个币教我的第一课就是永远不要看一个meme币已经跌了%多少而去抄底，注意力和流动性达到顶峰后，左侧抄底meme必死。

因为这是个只博弈“注意力和流动性”的市场，而“注意力和流动性”这俩东西是不可能留的住的，“只玩新的 不玩旧的”就是这个市场的共识。",0,,https://x.com/Michael_Liu93/status/1913532835484602695
2098084083943575841,2026-09-10 16:20:00,meme_pvp,Meme PVP,1.92,0.8,0.02,🧠 核心思维,⭐ JEV精选,137,22,72,21883,"“如何通过一个memecoin去激活一家美国上市公司的流动性”，BNC这家公司在4stock这个meme币出现之前，每日的成交量差不多有10-20万美金，好的时候有30-50万（作为币安财库公司，在自然流量上应该已经算是小盘股里不错的了），然而通过一个meme币，当天美股的成交量翻了300-500倍，破了7000万美金，而币安的perp成交量那两天也有3-4亿美金。

我觉得这个案例对很多美股小盘股的公司会是一个启发，小盘股最头疼的问题就是没有流动性，做市值管理和股东退出都很难，而stock meme如果能做出热度，就是点燃流动性小马拉大车的答案。

我想我们未来一定会看到更多类似的案例。
@cz_binance @heyibinance",1,images/2098084083943575841_0.jpg,https://x.com/Michael_Liu93/status/2098084083943575841
1984504428960071750,2025-11-01 06:15:00,meme_pvp,Meme PVP,1.92,0.79,0.03,,⭐ JEV精选,137,11,49,31518,"“所有可被预期的，都会在预期落地或落空后回落”，而如果驱动一个meme币上涨的唯一预期是上币安，那上币安浇给就不奇怪了。

想想那些没有走上所就浇给剧本的meme币，ACT、Neiro、Useless、Fartcoin，上所都不是被预期的或者都并不是驱动价格上涨的最大因素。",0,,https://x.com/Michael_Liu93/status/1984504428960071750
1884670461843562809,2025-01-29 18:30:28,meme_pvp,Meme PVP,1.92,0.89,0.02,,⭐ JEV精选,81,4,15,130345,不是什么细分赛道或模式都可以做launchpad的。pump fun已经做到了1. 合约标准化和 2. 聚合流动性与用户这两件事，bonding curve和开盘的模式也足够灵活，明显是目前市场最能接受的。如果你是一个项目方在考虑做一个新的launchpad，仅靠拉一波拉出些短期热度去吸引一些项目方和流动性过来，去跟pump,0,,https://x.com/Michael_Liu93/status/1884670461843562809
1850909385159328055,2024-10-28 14:36:00,meme_pvp,Meme PVP,1.91,0.82,0.12,,⭐ JEV精选,52,6,7,35962,以下不是推广，真心推荐一下朋友：昨天正好跟群里小伙伴@saopisen在聊sol上的交易策略，因为sol又快波动又大，而且交易meme币的玩家普遍比较情绪化，在交易技能上的确不够二级的专业，所以很适合有一些二级交易经验的进来做波段策略，尤其是在2-10M范围的盘子，一个支撑位的反弹就是1-2倍，而且支撑和,0,,https://x.com/Michael_Liu93/status/1850909385159328055
1831071809736982955,2024-09-03 20:48:33,meme_pvp,Meme PVP,1.91,0.87,0.16,🧠 核心思维,⭐ JEV精选,2,0,1,948,@egember3 如果只是一瞬间拉，那基本就是为了逢高出货拉的，如果是真拉，至少会给你一两天的反应时间，而且通常是大盘也在往上走的时候。玩meme基本没法左侧交易，套死。,0,,https://x.com/Michael_Liu93/status/1831071809736982955
2094666706627301755,2026-09-01 06:00:34,meme_pvp,Meme PVP,1.9,0.84,0.03,,⭐ JEV精选,251,13,83,180866,牛来这个币大概率结束了。BSC的问题不是单一meme的问题，是现在playbook太清晰了，上了合约必浇，至于牛来上现货，我觉得可能性很低，币安其实给牛来上合约在我看来已经算“犯错”了，牛来全是fomo的资金冲起来的，这波上币之后大家都在提币去fomo，流动性全都导去Fomo了，然后到了fomo又全都分流去冲rob,0,,https://x.com/Michael_Liu93/status/2094666706627301755
2099412162523312486,2026-09-14 08:17:19,meme_pvp,Meme PVP,1.9,0.74,0.02,,⭐ JEV精选,175,14,54,51922,"你们恐惧我贪婪

哪次上币安的大金狗没fud？上了alpha哪次没有洗盘？

marscoin经历过烧错币，牛来经历过电影院下架

bncb出来有改变任何东西吗？可以看一下4stock的产品介绍，本来就是pre-bstock的产品，“pre”就是后面会被bstock上。现在bnc上了bstock，可覆盖的人更多了，流动性池子也变大了，也能1:1兑换bstock了，飞轮可以正常转起来了，这不是好事吗？

4stock仍然是已经确定跑出来的bnc meme的龙头，你看今天p了一下午了，有跑出来别的吗？

bnc仍然是有将近五折的币安自己的bnb dat公司，一个2亿的美股小盘子你觉得币安会搞不起来？",2,images/2099412162523312486_0.jpg;images/2099412162523312486_1.jpg,https://x.com/Michael_Liu93/status/2099412162523312486
2096139256351891773,2026-09-05 07:31:57,meme_pvp,Meme PVP,1.9,0.8,0.06,🧠 核心思维,⭐ JEV精选,165,12,96,60842,不太建议空marscoin，上了现货这种大利好落地没砸反拉太反常了。marscoin上币周期拖了很久，中间cz喊了币有洗了一波盘，烧错了一次marscoin洗了一波盘，然后又先上了牛来洗了一波盘，这几个事件叠加在一起把散户筹码洗的已经很干净了，又直接连续合约+现货，能看出来是币安反击robinhood主推的股票meme https://t.co/pbZSz89fXg,1,images/2096139256351891773_0.jpg,https://x.com/Michael_Liu93/status/2096139256351891773
2098413426335003095,2026-09-11 14:08:42,meme_pvp,Meme PVP,1.9,0.71,0.03,,⭐ JEV精选,74,8,77,65785,其实如果4stock能被推动起来，光是这一个meme币的税带来的bnc买盘就快够把bnc拉回锚了，当时giggle我记得捐了1200万美金，到今天应该1500-2000万了。而这些通过4stock买来的bnc几乎都不会被动、反过来还会让持币人去买bnc，比如我自己就是因为发现了4stock这个机会而发现了bnc。,0,,https://x.com/Michael_Liu93/status/2098413426335003095
1848205736905703779,2024-10-21 03:32:40,meme_pvp,Meme PVP,1.9,0.73,0.03,🧠 核心思维,⭐ JEV精选,5,0,0,1153,@0xEdwin999 嗯嗯，goat这种我更多会把它归类到突发热点资金抱团盘吧，不是典型的单一庄盘，榜一在拉升过程中也出货到1%左右了。,0,,https://x.com/Michael_Liu93/status/1848205736905703779
1921571008747606215,2025-05-11 14:20:04,meme_pvp,Meme PVP,1.89,0.87,0.15,,⭐ JEV精选,144,23,33,71962,"正好小伙伴提到了，多说两句我对目前Alpha玩法的解读：
1. 链上发出来的新币上alpha的确是个坎儿，很多获利盘会砸，所以庄如果没想往更大做，大概率不会掏钱护盘，会自己会先跑了，所以这里跟着跑大概率是对的。
2.",0,,https://x.com/Michael_Liu93/status/1921571008747606215
1887401944911913450,2025-02-06 07:24:24,meme_pvp,Meme PVP,1.89,0.45,0.02,,⭐ JEV精选,3,0,3,1620,@Kavintang15 Evan团队开space都出来明牌了，也不用开盒了。没rug还在继续做，团队也把AI产品和耻辱柱做出来等着发，欧冠的广告也在持续打，当时说的东西都兑现了，市场不好sol meme最大的popcat和wif都跌了80-90%了，我有什么理由维权呢？,0,,https://x.com/Michael_Liu93/status/1887401944911913450
1884378310857351414,2025-01-28 23:09:34,meme_pvp,Meme PVP,1.88,0.78,0.03,,⭐ JEV精选,2,0,2,1718,@off_thetarget 这对virtual来说是好事，对项目方不是呀😂。像文中说的，如果virtual无法继续上更大的所捕获流动性 or 进solana捕获原来在pumpfun的流动性 ，价格开始跌了，项目方们就会疯狂逃跑，因为virtual价格崩了生态项目的价格会一起崩。,0,,https://x.com/Michael_Liu93/status/1884378310857351414
1989318131420954973,2025-11-14 13:02:56,meme_pvp,Meme PVP,1.87,0.85,0.04,,⭐ JEV精选,104,3,32,44705,"回头看
第一个判断对了，主流继续跌。
第二个判断天真了，这轮的项目方哪还会管10.11有没有清掉对手盘，车轻不轻，这个盘子筹码卖完了，直接起下个盘子继续卖多省劲儿。现在VC币跟Meme没区别，一段卖完直接开下一个盘子了，哪里tm还有二段。",0,,https://x.com/Michael_Liu93/status/1989318131420954973
1878025306776420484,2025-01-11 10:24:59,meme_pvp,Meme PVP,1.87,0.86,0.14,,⭐ JEV精选,36,1,2,14694,我分享项目后如果一次性刺的人太多了，建议别追着刺，等第一批进去的人卖了再说，不然追高的容易被底部进去的直接盖了，多观察，看好的话自己找找买点，这是非强庄控盘的项目，一次拉的太快肯定有人jeet，没这么着急。,0,,https://x.com/Michael_Liu93/status/1878025306776420484
1855920235880280540,2024-11-11 10:27:20,meme_pvp,Meme PVP,1.87,0.8,0.04,,⭐ JEV精选,10,0,3,2021,@guhype 这样不是挺好的吗？从pump到链上再到交易所整个流程散户在任意价格都有机会参与，而不是只能在交易所上接盘只有VC能早期参与的币，而且这些meme到了二级，像neiro、moodeng、goat也都跑的很好，每一段都有每一段的造富效应，愿意承担高风险就去pump内盘玩，愿意吃比较确定性的收益就去币安买。,0,,https://x.com/Michael_Liu93/status/1855920235880280540
1950441761442337203,2025-07-30 06:22:08,meme_pvp,Meme PVP,1.86,0.83,0.04,🧠 核心思维,⭐ JEV精选,260,33,34,119941,"说说我理解的扒庄本质：“确认庄有投入成本去收回筹码”

庄投入接筹的成本越高，庄弃盘的可能性越低，想出货只能先拉升，之前lam找出来的pythia就是个很好的例子。",0,,https://x.com/Michael_Liu93/status/1950441761442337203
1856599127276302414,2024-11-13 07:25:00,meme_pvp,Meme PVP,1.86,0.84,0.21,,⭐ JEV精选,107,12,18,112210,给关注我的二级小伙伴喊句话，我知道大家看到二级meme集体起飞很馋，很容易fomo，但如果你在链上没玩过meme，先管住自己手，你要做的是先拿少量资金去链上去试错，你在链上fomo也没问题，但不要在二级全仓梭meme，meme的热点转换极快，你没在链上玩过，不懂meme的节奏，在二级很容易吃亏（这就是为什么,0,,https://x.com/Michael_Liu93/status/1856599127276302414
2091856198308179993,2026-08-24 11:52:37,meme_pvp,Meme PVP,1.86,0.74,0.03,,⭐ JEV精选,14,0,1,3916,@qinbafrank 对的 我估计会跟spcx差不多 可能比spcx冲的更猛但跌的更快 因为市场见过spcx都会抢冲+抢跑 价格发现的速度会更快,0,,https://x.com/Michael_Liu93/status/2091856198308179993
1915469196064108974,2025-04-24 18:13:38,meme_pvp,Meme PVP,1.86,0.68,0.03,🧠 核心思维,⭐ JEV精选,7,0,3,2573,@cryptopainter 不过这个模式有个问题，kol把广告费都去回购了代币，最终还是要面临要想“赚钱”就得出货砸盘把粉丝当流动性，一砸盘被套牢的粉丝就要维权了😂,0,,https://x.com/Michael_Liu93/status/1915469196064108974
1887435676242878582,2025-02-06 09:38:26,meme_pvp,Meme PVP,1.86,0.79,0.05,,⭐ JEV精选,3,0,1,1452,@carolzeng08 @Kavintang15 Evan我仍然是builder，不管是你们看到的和看不到的，有新的变化我也还在发推，我要是当trader早就在意识到蓝筹meme也顶不住的时候把evan全抛了，我还在这解释啥。只是我去当个复读机一样的喊单并不会改变meme市场整体被吸血的事实，如果市场整体不止跌，我在这个时候喊上车的人就是套牢盘的退出流动性,0,,https://x.com/Michael_Liu93/status/1887435676242878582
2098334121944891643,2026-09-11 08:53:34,meme_pvp,Meme PVP,1.85,0.56,0.03,,⭐ JEV精选,16,1,3,6600,"也topblast了一些stonk
1. Pumpfun收入每天1m出头，50%的回购，28亿的市值
2. Stonk目前收入每天1m出头，60%的回购，2.9亿的市值（实际扣掉已经烧完的2亿出头）
3.",0,,https://x.com/Michael_Liu93/status/2098334121944891643
2099030817830031626,2026-09-13 07:01:59,meme_pvp,Meme PVP,1.84,0.83,0.03,🧠 核心思维,⭐ JEV精选,177,6,25,46983,这期的币安上币明显比之前好太多了，熊市的时候还会上一些高控的阴谋盘，现在只选热度大的上，甚至robinhood链的也开始上，哈基米能上币安就是一个特别明显的信号。估计币安也想通了，牛市的时候选热门标让大家参与进来博弈远远好过选个高控盘，因为高控盘砸起来更狠（可以看一下牛来的交易量）。只要,0,,https://x.com/Michael_Liu93/status/2099030817830031626
1841171925638553878,2024-10-01 17:42:49,meme_pvp,Meme PVP,1.84,0.7,0.03,🧠 核心思维,⭐ JEV精选,72,4,32,70973,不是….为什么还会有这么多人去做多cati和hamster啊😵‍💫，这玩意是吸引撸毛的来给ton做虚假繁荣、给老鼠仓和交易所印钱的，这么简单的逻辑很难理解吗？？？不像dogs，做市商还适当做做提拉和护盘，这俩币的做市商直接就是现货砸到底了。 https://t.co/oFWqEemYPG,3,images/1841171925638553878_0.jpg;images/1841171925638553878_1.jpg;images/1841171925638553878_2.jpg,https://x.com/Michael_Liu93/status/1841171925638553878
1976539474185310583,2025-10-10 06:45:07,meme_pvp,Meme PVP,1.83,0.7,0.03,,⭐ JEV精选,165,10,96,59425,我看很多人都在说bn需要上某meme的现货才能挽回流动性。大家是真的觉的bn会在近期上现货吗？TST和Mubarak都是上现货第一根针就开始浇，也直接结束了那波bsc meme行情，如果你是大表哥或一姐，正在推动bn新的launchpad，你会给上现货吗？ https://t.co/El40XRcgFh,2,images/1976539474185310583_0.jpg;images/1976539474185310583_1.jpg,https://x.com/Michael_Liu93/status/1976539474185310583
1975495264204161272,2025-10-07 09:35:48,meme_pvp,Meme PVP,1.83,0.92,0.08,🧠 核心思维,⭐ JEV精选,135,14,16,35372,"最近不少妖庄开始爆拉，去盯一下1-5分钟合约的暴涨提醒挺有用的，很多时候能蹭车吃一口。不过提醒大家两个点。

第一：不要幻想下一个Myx或者AIA，现在散户都是多头思维，很多也都在底部埋伏进去了，庄没有对手盘是不可能拉这么高的",0,,https://x.com/Michael_Liu93/status/1975495264204161272
1873673799658520772,2024-12-30 10:13:39,meme_pvp,Meme PVP,1.83,0.7,0.11,,⭐ JEV精选,36,3,21,18801,一天拉了四倍了，看来项目方是听懂了😌。另外，冲了其他盘子的一看就没好好研究，你稍微研究下前排地址，然后看看dexscreener哪个更新了tg和网站就能知道哪个是spore团队在背后运营的，哪些是发出来“混数的”，spore生态你要么买dream，不想冲子盘的就冲主盘Spore就好了，冲其他的你是想被埋伏吗？ https://t.co/f5h4kZC01u,1,images/1873673799658520772_0.jpg,https://x.com/Michael_Liu93/status/1873673799658520772
1876577225337926107,2025-01-07 10:30:50,meme_pvp,Meme PVP,1.82,0.87,0.13,,⭐ JEV精选,366,55,51,82366,教个小技巧，有时候你会逮到刚收筹结束的盘子开始塞假地址，比如前一天看holder数还100，第二天突然变成5000了，这种时候你就知道庄大概率是想往相对长期做的（或者至少在搓盘子前期，还在做“修饰工作”），那你如果研究完叙事和现在价格觉得不错，就买入吧，你大概率是在相对早期进的。 https://t.co/sYaB9B5GZv,1,images/1876577225337926107_0.png,https://x.com/Michael_Liu93/status/1876577225337926107
2076576790190109085,2026-07-13 07:57:42,meme_pvp,Meme PVP,1.82,0.44,0.01,,⭐ JEV精选,154,3,94,75032,说实话，我其实挺能理解为什么cz和一姐现在不想搞meme了，币安钱包那点收入跟cex比就是九牛一毛，为这点钱要一直吆喝造热点，上币也要不到筹码给bnb holder，还一定会被骂。,0,,https://x.com/Michael_Liu93/status/2076576790190109085
1868885124420653388,2024-12-17 05:05:10,meme_pvp,Meme PVP,1.82,0.77,0.03,🧠 核心思维,⭐ JEV精选,143,15,24,82669,为什么大家愿意玩meme？不愿意玩vc币？因为meme币都需要经过内盘、外盘、上所的过程，大家都有底部参与拿到大倍数的机会，能不能抓住全各凭本事，有人靠链上分析、有人靠pvp、有人靠跟着KOL、有人靠各种打听内幕。而vc币里第一根线完全是做市商画出来的，之后所有上的人本质上都是接盘的。,0,,https://x.com/Michael_Liu93/status/1868885124420653388
1887430964777001085,2025-02-06 09:19:43,meme_pvp,Meme PVP,1.82,0.78,0.07,🧠 核心思维,⭐ JEV精选,6,0,3,1464,@carolzeng08 @Kavintang15 因为我知道现在资金不在meme这里，蓝筹meme都还在跌，让我去反我自己的交易逻辑喊人上车我实在喊不下去，等什么时候meme市场回暖了，我认为的确是好的入场时机了，我自然会call。所以我现在能做的建设是帮他们的AI团队找方向，帮他们介绍交易所，和帮他们找钱。但最终还是要看市场能不能回来，还有创始,0,,https://x.com/Michael_Liu93/status/1887430964777001085
2098686328229523775,2026-09-12 08:13:07,meme_pvp,Meme PVP,1.82,0.74,0.02,🧠 核心思维,⭐ JEV精选,0,0,0,0,"这两天有两个朋友来跟我说，build的庄又在放要攒新盘的消息了，说有资源上alpha和合约。这段时间stock meme热度高，肯定会有很多dev想趁着币安的上币窗口搞一个合约盘子出来。但能明显感觉到，最近币安的上币策略还是非常尊重市场和热度的，包括上pons和amc这些robinhood的币，好事是在现在这个市场，纯阴谋盘在bsc已经基本跑不出来了。

IQ test",0,,https://x.com/Michael_Liu93/status/2098686328229523775
1890610053482443162,2025-02-15 03:52:17,meme_pvp,Meme PVP,1.81,0.89,0.02,🧠 核心思维,⭐ JEV精选,276,51,93,98698,"经常看到大家说：某某币web2曝光量多大，或者某某币社区多强大，不应该只值这个钱。我来讲讲为什么很多时候流量巨大就是起不来。

这跟每个阶段市场的Meta有关（当前市场共识的买盘逻辑），且是个自我实现，自我强化的链条。

比如popcat那会儿，市场的共识是：“IP越强，买盘就该越大”",0,,https://x.com/Michael_Liu93/status/1890610053482443162
2094486982890312066,2026-08-31 18:06:25,meme_pvp,Meme PVP,1.8,0.67,0.04,,⭐ JEV精选,157,6,44,91949,大部分是对链上情绪的直觉，再加上两个信号，Robinhood的Launchpad Pons收入超过Pump，dex交易量创了次新高，然后币安上了牛来，昨天和今天两波没冲上去，开始浇给阶段了。,0,,https://x.com/Michael_Liu93/status/2094486982890312066
1871826679460712698,2024-12-25 07:53:51,meme_pvp,Meme PVP,1.8,0.86,0.11,,⭐ JEV精选,125,25,45,102262,二级被Ban和Pnut套牢的，现在该明白这个道理了。想吃meme红利的，先来链上拿小资金玩，掌握meme的节奏，这种热点币上了交易所，一旦热点落地，流量开始往下走，天王老子来当庄也护不住盘。 https://t.co/6DEQoqccrG,2,images/1871826679460712698_0.png;images/1871826679460712698_1.jpg,https://x.com/Michael_Liu93/status/1871826679460712698
1848197138372804744,2024-10-21 02:58:30,meme_pvp,Meme PVP,1.8,0.84,0.09,,⭐ JEV精选,10,0,6,4186,@0xEdwin999 在这个dev在pump开盘都得等内盘狙击手都走了再开的时代。底部钱包能超过3%还拉的说明那就是庄或insider的钱包，要不就是pac那种突发热点突然资金抱团冲的盘子。,0,,https://x.com/Michael_Liu93/status/1848197138372804744
1863654345826529598,2024-12-02 18:39:55,meme_pvp,Meme PVP,1.8,0.81,0.02,,⭐ JEV精选,6,0,0,1854,@0xmiladymm 不一定是上币效应差了，也许是因为狗庄们知道moonshot有上币效应，提前拉了，上完之后冲的人多，正好可以做一个高点然后收割一批流动性充盈treasury。,0,,https://x.com/Michael_Liu93/status/1863654345826529598
2012802607476318504,2026-01-18 08:21:52,meme_pvp,Meme PVP,1.79,0.81,0.02,,⭐ JEV精选,149,19,41,40221,"其实这个问题市场是给过答案的。币安上过的sol meme里，市值达到最高且最有造富效应的两个，pnut和act，都是“不具正统性”甚至站在原作者对立面的。

一个成功的Meme，一定是具有反脆弱性的，甚至经历“正统不正统”的考验恰恰是打造它反脆弱性的一关，过不去歇菜，过去了海阔天空。

尊重市场的选择。",0,,https://x.com/Michael_Liu93/status/2012802607476318504
1935171695083667775,2025-06-18 03:04:20,meme_pvp,Meme PVP,1.79,0.67,0.03,,⭐ JEV精选,78,3,52,47548,Trenches这标的啥啥都挺好的，pumpfun最大投资人在pump发币前夕名牌搞的，直播也是pumpfun后面明牌要推的方向， 把trenches往solana的bankless这个方向推的意图挺明显的，1.5m附近也一直有吸筹的痕迹，二段这两天也开启了。 https://t.co/fQUrEx04rb,1,images/1935171695083667775_0.jpg,https://x.com/Michael_Liu93/status/1935171695083667775
2039316201302802448,2026-04-01 12:17:25,meme_pvp,Meme PVP,1.79,0.79,0.15,,⭐ JEV精选,24,1,5,2195,@xixikawaii 汐我观察你交易的最大问题是永远在注意力走下坡路时候才买，因为贪便宜。但meme一旦注意力走下坡路了，也没必要买了，100到0和1到0都是-100%,0,,https://x.com/Michael_Liu93/status/2039316201302802448
1976591965707018728,2025-10-10 10:13:42,meme_pvp,Meme PVP,1.79,0.57,0.03,,⭐ JEV精选,11,0,0,3782,@Zhouxitong0105 流动性不够了，都是这四个标的里面资金互相转，然后giggle冲上去一波套牢盘解了套就下去了，然后其他几个也应声下跌,0,,https://x.com/Michael_Liu93/status/1976591965707018728
1982463706685743441,2025-10-26 15:05:54,meme_pvp,Meme PVP,1.79,0.35,0.02,,⭐ JEV精选,5,0,1,2728,@xiannv5188 如果只是喊单，币安人生不太可能去5亿+，Giggle也才上了一天，Neiro上所那天之后的市值也才1.5亿。,0,,https://x.com/Michael_Liu93/status/1982463706685743441
1881048360809070999,2025-01-19 18:37:32,meme_pvp,Meme PVP,1.79,0.83,0.03,,⭐ JEV精选,3,0,3,3201,@yuyue_chris @MetaEraCN @daosdotfun 白名单+高开的模式的确有问题，流动性瞬间拉满，之后就只能阴跌了，等什么时候散户们都不玩这种模式，变成熟人们割项目方了，这模式也就结束了,0,,https://x.com/Michael_Liu93/status/1881048360809070999
