推文ID,发布日期,点赞数,浏览量,综合评分,是否长文,推文正文
2062415952739000601,Thu Jun 04 06:07:35 +0000 2026,30,16918,0.379,否,"其实我疑惑的问题是：为什么要收手续费？

从Binance和Alpaca的协议里是看双方是PFOF模式下（Payment for Order Flow，订单流付款）

这一套机制：散户在券商下单后，券商并不把订单直接送进交易所，而是把这股”订单流”卖给做市商（Citadel Securities、Virtu、Jane Street 这类），做市商付钱给券商来买这些订单。做市商靠买卖价差赚钱，再返一部分给券商。

Robinhood是用这个模式做到0佣金的

按正常的商业逻辑来说，到达一定量级后，Binance应该也能做到0手续费"
1981934267706839446,Sat Oct 25 04:02:06 +0000 2025,23,7692,0.379,否,"Polymarket 的核心交易产品被称为事件合约，其结构与传统金融市场中的二元期权（Binary Options）模型近似。每个事件的结果份额价格在  0 到  1之间浮动，总和恒定为  1。份额的价格直接反映了市场对该事件发生的实时概率 。

比如说Yes 是0.6 - 这就意味着这个事情发生的概念是60%，假设你0.6买了Yes，到期之后真的发生了，那么该事件 将恒定按照1 （100%） 来结算，所以你赚了0.4

一般来说，Yes和No的总额是1，但是在实际交易中，因为价差和流动性的关系，两者加起来往往会超过1.01

这里多说一句，假设你看到Yes和No的份额加起来小于1，那么恭喜你，赶紧去买吧！因为算法按照1来结算，此时1 - （Yes+No）的部分都是无风险收益。"
2101306668009365670,Sat Sep 19 13:45:24 +0000 2026,36,37863,0.377,否,"这是一个美丽的误会 🤣 

主要是持仓保证金 vs 开仓保证金  之争

背景知识：
1. 网格策略是一个动态的策略 - 它会一直频繁平仓开仓（按照你的设置0.04%（5u的距离）之内放了100个grid，差不多就是每0.05u 一个grid，这非常的密集。。）

bn的grid的规则是，成交的同时会在另一侧给你摆单子（其他人take了就算做是你的盈利 matched trade）；但是如果一直没人take，那么这个东西就会成为unmatched profit / loss

grid是怎么弄的呢？比如125.5的long成交了，但就在125.55摆一个close long，假设这个close long没有被take，就一直放在哪里，计入unmatched pnl

好处就是，假设价格在一个区间内震荡，那这个价差就吃得很爽；坏处就是，突然单边的话，你一侧的单子都要承压 - 这个会吃掉你的保证金

2. 保证金可以分成几种：持仓初始保证金，开仓保证金，维持保证金， - 你这里的主要问题是开仓保证金耗尽了。。而开仓保证金耗尽按照bn的规矩也是终止的条件之一

3. 网格重启后的的动作：先卖出减仓，再补买单 （这个是重点，后面会考） 

在你的案例里 - 反弹时，机器人先执行上方挂着的平多卖单。卖出一格的数量后，再到下面一格挂买单，等价格回落时接回来。

我没看到具体的order flow，所以我猜测是：
第一次碰到122的时候没事，是因为你这个时候122的单子是之前就开好的。。 （钱已经花出去了） 

跌到122，最后一格买入成交
机器人买入53.79 SOXL，然后在约122.05挂出同样数量的平多卖单。

价格随后跌到118，这个122.05的卖单暂时成交不了，然后unmatched loss就一直在增加 （蚕食你为数不多的开仓保证金）

然后第二次到达122的时候，grid就重新启动 -触发新一轮的买单回补

价格反弹进入区间、平多卖单成交后，机器人会尝试在下方补挂买单。这个动作可能触发新的保证金检查。如果下单因保证金不足失败，策略可能终止

你可以理解成：
第一次下跌时，122买单可能是此前就挂好的订单；第二次反弹时，平多成交可能触发新的买单申请 aka你需要花钱开单 （注意：开单的保证金与持仓保证金不是同一个体系） ，而这个时候因为unmatched pnl等问题，你的开仓保证金已经不够了。。 

已存在的订单与新申请订单，检查时点不同。这就能解释“为什么偏偏在反弹时暴露问题”。。。

换句话，这时：

1. 不发生新的开仓申请，仓位可以继续存在。

2. 一旦网格申请补挂开仓单，就可能遇到资金不足。

3.如果系统因此终止策略，再执行你开仓时选择的“终止全平” —— 这个就是你看到“是反弹时被全部平仓” 

知其然，且知其所以然"
2055917832890696069,Sun May 17 07:46:23 +0000 2026,125,123033,0.37,是,https://t.co/QcmRbmMbWB
2068541016668582303,Sun Jun 21 03:46:24 +0000 2026,11,4289,0.358,否,"同样的杠杆、同样的波动，为什么妖币的仓位总是爆得更快、更早、更惨？！

高 MMR 不过让强平价近一点，资金费磨损不过是慢性失血，薄流动性不过是滑点大些，标记价格失真不过是偶尔的异常。

危险在于当它们“乘”在一起：

1.高 MMR 把所有人的强平价压缩到狭窄区间 → 
2.资金费磨损让这个区间随时间不断上移、安全垫不断变薄 → 
3.薄流动性保证任何一股抛压（比如黑客砸盘）都能轻易捅穿这片密集的强平区 → 
4.强平卖单在薄盘口里制造瀑布 → 
5.现货崩盘把标记价格一起带崩，让瀑布无损引爆所有合约多头 → 
6. 形成刹不住的连环清算"
2073626657265504740,Sun Jul 05 04:34:55 +0000 2026,10,4540,0.356,否,"随着rwa/美股交易的火热，也有越来越多的小伙伴问我：为什么炒的美股/大宗期货的合约这么快就爆仓了？！

是不是交易所在搞我？

大家可能都有个误区。。就是交易的是 $NVDA $MSFT $INTC 都是几千上万亿市值的标的，那我的mmr，清算线标准会不会好一些？！ 

抱歉，并不会，甚至还比币圈的原生资产的标准更高（杠杆给的更低、mmr要求更高）。

你也别怪交易所，就是场内流动性不足 + 币圈原生资产的最初设定 + 预防盘后交易发生单边

如果你想着怎么识别、预防，甚至想了解背后的机理，这篇文虽然说的是币，但是也适用于股票/期货，给初学者涨涨见识也是好的

那你说，后续这个门槛会不会放开？！必然会的

因为能赚钱啊，不信你看看保险金的趋势曲线，走得真漂亮啊 🤣"
1911716134157717708,Mon Apr 14 09:40:19 +0000 2025,6,1774,0.356,否,"时间大概回到了23年，在cosmoverse的伊斯坦布尔大会上，当时的om的估值大概在20-25m之间，因为非cosmos核心生态式微，日子不好过，om积极寻求otc融资续命，彼时的壳资源尚未被看重

2个月后，有传被中东的机构收购，然后就积极在市场上回购代币，比较骚的是因为项目易主了，所以对于om之前签署的锁仓/买卖合约都不管了（要就打官司）

筹码在形成高度集中后，就开始了主动做市的操作，拉高之后，通过打折+锁仓的方式将代币otc给其他大户/机构；有了资金之后，再通过打折+锁仓的方式将代币otc..... 如此反复螺旋上升

当老一批的币要解锁时，就在去找新的大户/机构做otc来赎回这一批老的otc币，其中有几个比较骚的操作就是，对一些资金流向存疑的机构，就采取诉讼的方式来延缓解锁时间或者以较市场价更低的价格赎回等

但是这种资金流转总会到头，毕竟代币的数量是有限的

4月8日的时候 （https://t.co/tebQwm5jSA…） ，om来了个更骚的操作 —— 我手里没币了，我要增发代币——在原来基础上100%的增发

这下不管是谁都坐不住了，尤其是那些还没解锁，或者正要解锁的大户们？是可忍孰不可忍

所以就出现了几天前有大户（做市商？）将大额om转入交易所的事情，我个人猜测：这其实就是一个“核弹”威慑，相当于说你要是xxx，我就xxxx，谁也没真的想砸下去

然后更骚的事情就发生了...

欲知后事如何，且听下回分解"
2101650594910154776,Sun Sep 20 12:32:03 +0000 2026,0,0,0.352,否,"这是一个美丽的误会 🤣 

主要是持仓保证金 vs 开仓保证金  之争

背景知识：
1. 网格策略是一个动态的策略 - 它会一直频繁平仓开仓（按照你的设置0.04%（5u的距离）之内放了100个grid，差不多就是每0.05u 一个grid，这非常的密集。。）

bn的grid的规则是，成交的同时会在另一侧给你摆单子（其他人take了就算做是你的盈利 matched trade）；但是如果一直没人take，那么这个东西就会成为unmatched profit / loss

grid是怎么弄的呢？比如125.5的long成交了，但就在125.55摆一个close long，假设这个close long没有被take，就一直放在哪里，计入unmatched pnl

好处就是，假设价格在一个区间内震荡，那这个价差就吃得很爽；坏处就是，突然单边的话，你一侧的单子都要承压 - 这个会吃掉你的保证金

2. 保证金可以分成几种：持仓初始保证金，开仓保证金，维持保证金， - 你这里的主要问题是开仓保证金耗尽了。。而开仓保证金耗尽按照bn的规矩也是终止的条件之一

3. 网格重启后的的动作：先卖出减仓，再补买单 （这个是重点，后面会考） 

在你的案例里 - 反弹时，机器人先执行上方挂着的平多卖单。卖出一格的数量后，再到下面一格挂买单，等价格回落时接回来。

我没看到具体的order flow，所以我猜测是：
第一次碰到122的时候没事，是因为你这个时候122的单子是之前就开好的。。 （钱已经花出去了） 

跌到122，最后一格买入成交
机器人买入53.79 SOXL，然后在约122.05挂出同样数量的平多卖单。

价格随后跌到118，这个122.05的卖单暂时成交不了，然后unmatched loss就一直在增加 （蚕食你为数不多的开仓保证金）

然后第二次到达122的时候，grid就重新启动 -触发新一轮的买单回补

价格反弹进入区间、平多卖单成交后，机器人会尝试在下方补挂买单。这个动作可能触发新的保证金检查。如果下单因保证金不足失败，策略可能终止

你可以理解成：
第一次下跌时，122买单可能是此前就挂好的订单；第二次反弹时，平多成交可能触发新的买单申请 aka你需要花钱开单 （注意：开单的保证金与持仓保证金不是同一个体系） ，而这个时候因为unmatched pnl等问题，你的开仓保证金已经不够了。。 

已存在的订单与新申请订单，检查时点不同。这就能解释“为什么偏偏在反弹时暴露问题”。。。

换句话，这时：

1. 不发生新的开仓申请，仓位可以继续存在。

2. 一旦网格申请补挂开仓单，就可能遇到资金不足。

3.如果系统因此终止策略，再执行你开仓时选择的“终止全平” —— 这个就是你看到“是反弹时被全部平仓” 

知其然，且知其所以然"
2101486632981647424,Sun Sep 20 01:40:31 +0000 2026,0,0,0.352,否,"这是一个美丽的误会 🤣 

主要是持仓保证金 vs 开仓保证金  之争

背景知识：
1. 网格策略是一个动态的策略 - 它会一直频繁平仓开仓（按照你的设置0.04%（5u的距离）之内放了100个grid，差不多就是每0.05u 一个grid，这非常的密集。。）

bn的grid的规则是，成交的同时会在另一侧给你摆单子（其他人take了就算做是你的盈利 matched trade）；但是如果一直没人take，那么这个东西就会成为unmatched profit / loss

grid是怎么弄的呢？比如125.5的long成交了，但就在125.55摆一个close long，假设这个close long没有被take，就一直放在哪里，计入unmatched pnl

好处就是，假设价格在一个区间内震荡，那这个价差就吃得很爽；坏处就是，突然单边的话，你一侧的单子都要承压 - 这个会吃掉你的保证金

2. 保证金可以分成几种：持仓初始保证金，开仓保证金，维持保证金， - 你这里的主要问题是开仓保证金耗尽了。。而开仓保证金耗尽按照bn的规矩也是终止的条件之一

3. 网格重启后的的动作：先卖出减仓，再补买单 （这个是重点，后面会考） 

在你的案例里 - 反弹时，机器人先执行上方挂着的平多卖单。卖出一格的数量后，再到下面一格挂买单，等价格回落时接回来。

我没看到具体的order flow，所以我猜测是：
第一次碰到122的时候没事，是因为你这个时候122的单子是之前就开好的。。 （钱已经花出去了） 

跌到122，最后一格买入成交
机器人买入53.79 SOXL，然后在约122.05挂出同样数量的平多卖单。

价格随后跌到118，这个122.05的卖单暂时成交不了，然后unmatched loss就一直在增加 （蚕食你为数不多的开仓保证金）

然后第二次到达122的时候，grid就重新启动 -触发新一轮的买单回补

价格反弹进入区间、平多卖单成交后，机器人会尝试在下方补挂买单。这个动作可能触发新的保证金检查。如果下单因保证金不足失败，策略可能终止

你可以理解成：
第一次下跌时，122买单可能是此前就挂好的订单；第二次反弹时，平多成交可能触发新的买单申请 aka你需要花钱开单 （注意：开单的保证金与持仓保证金不是同一个体系） ，而这个时候因为unmatched pnl等问题，你的开仓保证金已经不够了。。 

已存在的订单与新申请订单，检查时点不同。这就能解释“为什么偏偏在反弹时暴露问题”。。。

换句话，这时：

1. 不发生新的开仓申请，仓位可以继续存在。

2. 一旦网格申请补挂开仓单，就可能遇到资金不足。

3.如果系统因此终止策略，再执行你开仓时选择的“终止全平” —— 这个就是你看到“是反弹时被全部平仓” 

知其然，且知其所以然"
2102021121302532606,Mon Sep 21 13:04:23 +0000 2026,11,6562,0.341,否,"大家知道在一般的交易时间段内， @OpenAI 在binance pre ipo perps的盘口有多少钱的单子吗？🤣🤣🤣 
 a. 100万美金 
b. 10万美金 
c. 5 万美金 
d. 2.6万美金  

观测到的数据可能真的会出乎你的意料～ 所谓万亿AI龙头的perps也不过如此～   

这篇文应该又是一个ct上唯一一篇讲 #stockperps 流动性的实证文章  

除了各种看似高级但一点也没用的算法和数据统计之外，本文的亮点之一，就是用真金白银去实 @OpenAI和 @AnthropicAI 的orderbook厚度，看下能击穿多少格，将价格推向多远，并且观察之后是否有做市商补单子的情况。。。  

你们知道一个挂在 1% 的100万的挂单要多久才能完成交易吗？10万的市价单能把价格推多远吗。。。。   

我预想了很多结果，但最后测下来的结果还是让人有点惊讶的～ 毕竟这可是binance 的orderbook啊，那其他所该咋办啊  

好啦，有兴趣的小伙伴，substack终于上新啦～ 

给大家带来本期的 《小马拉大车：2.6 万美元的盘口，能给万亿级的公司定价吗？》   
https://agintender.substack.com/p/openai-anthropic-pre-ipo-stock-perps?r=8gs9xi&utm_campaign=post-expanded-share&utm_medium=web 
https://substack.com/@agintender   

最后，要再次感谢各位付费订阅我的 substack 的读者朋友们，因为你们的支持，我才能去做更多更有意思、更真实的独立研究（ps：做这种真枪实弹的实测研究确实很贵。。。）  

 enjoy reading"
2039180269412835814,Wed Apr 01 03:17:17 +0000 2026,27,8787,0.341,否,"在上一篇报告中，我们用交易量/储备比率（Vol/PoR）来解释交易量和市场份额的。

但交易量有一个致命弱点——太容易受客观条件影响。做市商KPI/rebate、项目方KPI、零手续费、激励交易活动……

这一次，我们换另一个指标：Open Interest（未平仓合约总额） （OI/PoR）

我们用同样的 Hyperliquid 基准法，这次把公式中的分子从""交易量""替换为""OI""，重新跑了一遍八大 CEX 的数据。

结果有点反直觉
交易量分析截然不同的画面：有些交易所交易量注水严重，但 OI 却很""实在""；有些交易所交易量看似正常，OI 却暗藏着一些不为人知的... 不是OI远超PoR的就有问题，不是OI正常水平就没问题

完整的报告将在今晚发出来的～ 大家期待一下

有鉴于免费的没有人care，还会被骂。。这次就不在公域流量发了，有兴趣的小伙伴可以加群：https://t.co/9C1iCYBj8u"
1983057356549144637,Tue Oct 28 06:24:51 +0000 2025,55,16719,0.341,否,"今天说个合约指数价格权重的自引用

自引用指的是指数价格除了取其他交易市场的现货价格之外，还会取该合约市场的价格

这听起来很奇怪，自己引用自己？这相当于是标记价格趋近于该合约市场的成交价格

其实这也是无奈之举吧，在当前这个版本下：很容易出现小马拉大车，即
操纵者的流动性较少的现货市场行为 → 现货价格变动 → 指数价格变动 → 标记价格变动 → 触发清算

通过控制一个流动性差的新代币的主导现货市场，操纵者实际上控制了标记价格计算的主要输入变量，进而完成收割

交易所为了提高“操纵”的门槛，也不得已将流动性更好的合约市场的价格纳入指数价格的取值范围（为了提高操纵成本还提高了合约市场价格的权重，硬生生将合约市场“偏离”现货价格）

所以最近才会出现一些现货-合约价差颇大的现象"
2098644830184505521,Sat Sep 12 05:28:13 +0000 2026,61,15290,0.339,否,"well 为什么说，我现在不是很建议大家看到 $BNC 的折价就冲进去，主要是因为

1. 从架构上，10X 创始合伙人 Hans Thomas在 2026 年 3 月 20 日正式辞任董事了，但是BNC 与 10X Capital Partners 签了那份 20 年 Asset Management Agreement（AMA)的纠纷还没完结  - 那是一份按照现价价值18m美金的管理费合同。。。  （是cea市值的1/10 ） 

2.  10x capital关联的实体（10X LLC、10X Capital Partners LLC 和 10X BNB Cayman Sponsor）应该持有不少的 $bnc 股票（至于为什么名字不在5%的披露名单上，因为10x已经把股票和warrant都分散在不同的实体了）

至少，0X LLC 最后公开确认持有 831,683 股 BNC （warrant暂时不重要，因为行权价在10美金左右）

3. BNC的飞轮在defi/meme侧 目前还没办法转起来 -懂得都懂 

4. BNC 在 Nasdaq GEMX 的指定做市 allocation 给了 Jane Street；在 Nasdaq ISE 则给了 Susquehanna Securities，他们二位的仓位在近7日还没有增长 ， 说明华尔街/散户还不是很认可

5. DAT的飞轮在于nav - 你已知·到了10美金，就有人拿老股砸你，现在的价格是5美金左右，流动性还一般，还有内部打架，nav还折价成这个样子。。 

给你的话，你会咋办？ 

题外话，4stock 和 bnt4 的操盘我也是醉了。。是怎么做到这样的，都不是脱节，而是连节都没有装好就上的。。。
 
好好的DAT nav飞轮，只剩下DAT"
2100461752257519930,Thu Sep 17 05:48:01 +0000 2026,43,8253,0.339,否,"各位读者朋友们，这篇应该是ct上第一篇逐帧跟你解释 $LSK 的操盘细节的文章了 - 从盘口，多空比到订单簿，多维度视角看看：
布局 - 打窝 - 下饵 - 诱局 - 收网 -撤退 - 嘲讽 。。。

今天给大家开开眼，让你们知道为什么一般人来做妖币，就是来送人头

ps：这个是好多交易所内部材料都未必能做到这个程度的分析，你们就好好看看，且看且珍惜吧；

为什么说不要碰，不要碰。 
因为你根本看不到顶，看不到底 

最激烈的时候 - 17秒钟，打爆数千万。。你连反应都来不及

好啦，演员到齐，大戏开场～ 
老规矩，准备好纸笔和咖啡，顺着k线往下走～ 

觉得意犹未尽的，完整本在substack （付费版）： 
https://agintender.substack.com/p/lsk-20?r=8gs9xi&utm_campaign=post-expanded-share&utm_medium=web 

ps：如果你想要付费的话，最好是通过web端支付，走app store/android store的要多付30%的通道费"
1974684598979404205,Sun Oct 05 03:54:30 +0000 2025,44,12966,0.339,否,"哈哈哈哈 我其实还蛮想问，有没有内容创作者/博主跟我一样做这个事情是亏钱的，从别处赚到的钱还要往这里搭点钱 😂

1.我广告收入基本为0，除了影响力不足，没太多广告找上来之外，也可能是老了，一般人还真买不动我😂

2. 因为影响力不足，kol round也没有我的份，倒是有n个项目在二级接盘了 😂 

3. 顾问咨询费基本打平，我跟几个朋友是有家税务/会计/安全咨询公司，倒是花了不少时间和钱给项目/交易所/律所/会计师事务所做咨询（有些我不会的还要问专业人士）都是跟朋友或者我觉得有意思的项目唠唠

我的朋友倒是一直跟我说要做付费咨询，看起来要提上日程了 😭

4. 测试/调研报告/长文也为0（是的，我写这么多长文都没有广告费 😂，都是好玩）而且为了测试算法/机制/跟踪新项目，我还要自己花钱测试，连续下单，爆仓，穿仓（有几个小币还差点被我打爆了😂，给那几个新dex说声抱歉）

5. 早期项目投资 - 我自己有个prop fund偶尔会参与一下早期项目投资（数额很小）开始写长文之后，找来的评测项目就更多了，有一些看着还挺真诚的就参与，目前还颗粒无收 😭

我目前在看新算法的perp dex，比如permissionless listing perp，与cex/dex有套利差的perp/spot； Robots/ Agentic AI之间的支付体系；带主动做市功能的AI agent （这几个是我比较看得懂的）

比起各位年入数百万美金的KOL事业，我这个是自己还要搭进去数百万美金…. 说自己是博主，感觉都愧对这个行业 😂 给大家拖后腿了

但是呢还是有好处的，就是可以认识了跨度很大的一群新朋友，获得了不同的“角度”。要知道跟我同一期的老灯们要么是跑路，要嘛是退休，要嘛是退圈，只有极少数还在一线，所以每次聚会的时候都很孤单，只能站在角落瑟瑟发抖

因为开始写文，认识一群同温/同频层，享受来自不同信息源的碰撞，就像暖流和寒流的交汇总能带来丰沛的渔货。

虽然背景都不同，调调也不一样，但是只要你愿意提高/放下自己，融入，即使是老灯，也是一副新灯芯的老灯 😄"
2056600341131698496,Tue May 19 04:58:25 +0000 2026,21,11462,0.339,否,"我对粉丝们有点失望啊… 居然没人认出来…. 他们就是：逃跑计划

什么？！ 你没听过？！

那《夜空中最亮的星》你总听过吧？但你听到可能不是他们唱的… 但原唱就是这个名叫逃跑计划的乐队

你如果知道了这个事情，你就会感慨我为什么选这个封面图了（可恶，居然藏的如此之深 😄）

因为：现在大部分的项目方找mm，根本就不是为了“做市”，而是在制定一份“逃跑计划”

歌词是：
我祈祷拥有一颗透明的心灵
和会流泪的眼睛

～ 这个不就是retail、交易所和合作机构想要看到的项目方和token嘛？而结果呢？

我希望大家（不管你是正计划发币的项目方）看完本文之后，能够知道市场需要，也期待的是什么

歌词的下一句：

给我再去相信的勇气
oh 越过谎言去拥抱你

全文没写，但全文其实都是围绕着这个中心思想展开的

AI满天的推特，还需要有人味，和一种加密老灯的浪漫情怀"
2050804838674677798,Sun May 03 05:09:10 +0000 2026,87,27815,0.339,否,"如果你是项目方，这篇是一篇价值10万u的自救攻略

作为一个在熊市里还在认真做事的项目方，你大概率会碰到：

1. 产品不断在迭代，build ，社媒更新不断，偶尔愚人节搞个prank，得到的是社区问候你的全家人

2. 代币价格已经横盘 60 天，交易量从 TGE 高点掉了 70%，订单簿 ±2% 深度只剩几万美元 - 交易所的运营会发来信息，交易量太低会被下架哦 - 然后发来个活动清单，保护费感满满的

3. 你去问做市商——他的回复是：""我们按合同放单子。市场环境不好，我们也无能为力。合同里约定的深度可能也维持不住。请见谅。""

真想是：不是mm没有钱，只是你不配

所以你该怎么办？
难道只能混吃等交易所发ST，monitoring tag公告，等下架？

还是说你听市场上说什么高控拉盘找流动性？积极找主动的MM来帮你起死回生？

怎么说呢？就凭你？别想太多了…钱从哪里来呢？

也建议你别搞什么交易大赛，刷量激励了… 无利可图的交易只能是昙花一现

不管你是项目方，交易所，如果你想要有机，有逻辑，有自驱力，无激励的交易和流动性 - 建议你花20分钟好好看看这篇文

去他的token loan和OTC deal，这次我们用“机制”来创造流动性

会慢一些，但是稳 — 如果这是你想要的，欢迎pm我"
2042953902317015051,Sat Apr 11 13:12:21 +0000 2026,261,179647,0.339,否,"据闻巅峰时期，陈志的太子集团每天面对数万笔来自全国各地受害者的并发转账；而警察也一直在追踪和冻结 

很快，陈志手里的僵尸户/人头户网络，完全就不够用

这个时候“上押”出现了 - 你帮我走账，我给你赚过路费，但是为防止你跑路，你需要先给我一笔押金才能开始跑业务 （这就有点澳门vip厅的味道）

为什么这个业务能跑通 - （要一直消耗人头和承担资金被冻的风险） - 因为利润足够大，且量也大

看到这里有没有大做市商跟交易所的关系的感觉了（你要承诺xx量和放多少钱）

这么一看，其实钱庄的生意经跟交易所，公链是不是有几分相似

也确实是这样，好些交易所初期就是钱庄扶植，或者干脆钱庄做的

你们知道圈内有哪几家交易所跟陈志的太子，汇旺有关系的吗？ 😂"
2041028050612257069,Mon Apr 06 05:39:42 +0000 2026,27,9449,0.339,否,"再给大家说第二个 CoinGlass没在报告里写的

我们看着Binance在oi 衍生品交易量 btc合约深度 用户资产这四个维度都是第一对吧？尤其是资产沉淀，断崖式领先

你可以这么理解，假设市场有10u，7.35u放在Binance；但是交易量只占35% — 难道是大家来Binance的交易动机都不足？来理财/托管的居多？

如果真的是来理财的话… 那为什么大家愿意来？除了安全原因外，就是福利多/apy高

那收益哪里来？从项目方来 - 这个数据其实也意味着Binance对于项目方的统治力是断层辗压的，项目方愿意给（大额）Binance上贡

不仅如此，项目方和做市商也会把做市资金的大头放在Binance

这也是为啥其他Cex只能再去积极推动rwa tradfi的交易标的… 

另外从CoinGlass的数据来看，其实对于Binance是个不太好的信号 - 为什么？ Binance是一家“交易”所啊… 他的估值和Bnb就是靠“交易”，现在的交易动力不足，没有交易量赚什么钱？！

但是各位放心好了 - 都是聪明人，有这么资产，还担心怎么盘活？盲猜类似2019年ieo的机制已经在路上了"
2096099209476968826,Sat Sep 05 04:52:49 +0000 2026,22,7617,0.337,否,"前两天有个做妖币合约套利亏损严重的推文。。 因为不太想蹭，加上亏损已经很难受了，当时候就不发

现在看流量下来了，稍微聊一下：

严格说来，妖币的套利就不不是传统意义上的套利

套利的本质是在一个相对受控制的环境/条件下，基于特定的条件（可以是时间/价差等）下的价格错配而进行的操作 ，手动或者脚本，但是是有一套算法（spread小+频次多；spread大 +频次少）

算法操作的前提是什么呢？ ——稳定，就是这个结构需要稳定可控

而这个条件指的是什么？可以是标的，环境，算法，步骤，环节等等（假设不稳定也能做，那就把参与的时间减少（频次少）

最好经过的环节、路径、场所越少越好 - 因为每一层都是风险
 
现在回来说妖币的套利 - 这个就不是套利，而是主观交易。。因为这个标的就是极其不稳定（详细的理由可以看substack：https://t.co/YmXC8NSKCb ）每一个环节都是有风险的

很多人可能不知道，单笔套利交易这个事情的收益是加法（每一个环节的spread的总和）；但是每经过一个环节+时间的风险是乘法"
2091795645954990568,Mon Aug 24 07:52:00 +0000 2026,33,8431,0.337,否,"给大家大致写一下这篇文的幕（成）后（本）花（账）絮（单）

背景大概是在6月中的时候我开始跑bn stock现货和perp的策略 - 然后再7月初的时候有人问我要不要写一下bstocks，我那时候没怎么在意，一直到7月中旬偶然一次聊天被提起，刚好那时候出了点事，要找点事情分散一下注意力

为了保持独立性，我全程没有跟bn沟通过策略，测试标的、时间、使用的账号等等，所以你们说有什么特殊权限，安心，那是没有的

七月中旬开始测试btsocks的时候是需要v3账号的，那时候有个政策就是存入1m 美金就能开通，之后弄了个账号，放了1.x m ，终于开通了

我还记得bstocks那时候还没有开放api交易，我真的是醉了。。 还好不久就有了。 之后就开始了我漫长的链上+cex测试

我最开始也不知道这篇bstocks的文会写成什么样的，就是带着几个假设和前提来做，一边交易一边测试一边修正研究思路，为了尽量符合散户的习惯，尽量模仿散户的交易习惯（比如taker，周末挂单子等周一开盘，看到消息后交易等等）-后来发现道，按照现有的手续费结构和流动性，会被耗死

才逐步转向stock+perp的结构 - 这才开始好转（冷知识不是每个stock perp的maker都是0哈），之后就发现一些有意思的现象 - 如果能把链上的流动性打通会怎么样？尤其是在是周末。 🤣🤣然后就开始了被坑惨的周末，尤其是借贷侧。。（不过链上的套利还是可以做的）

在这个不断修正的过程中，我就逐步形成了一些看法 - 在bn现有的生态体系、产品结构和流动性深度情况下，到底bstocks承载着什么作用？ 到底什么才是bn的战略目的？btsock适合什么人群？要达到既定的战略目标，目前还欠缺什么？等等

在这个过程中才逐步了解为什么 $sndk 的交易量一直是top1/2，为什么bn上了这么多指数产品？为什么stock的保险金共用一个池子？为什么周一开盘的插针的规律如此类似等等

还有就是把交易数据和orderbook的data放在一起坐纵向比较的时候，你会发现好多好有意思的事情 - 原来，周末的定价权已经开始转移。。。

这些假设的打破再重建，都是一步步交手续费亏钱骂娘然后归纳总结出来的 - 从觉得bstock就是个链上stock，到衍生品，到粘合剂，到库存层，到定价权的转移。。每回看数据和策略的表现都能刷新认知  （btw:https://t.co/iXGeWBukhP 这篇bn research写的文还是很不错的） 

所以我一直说这种文真的很“贵”，不只是表面的手续费+滑点+gas fee +token。。 还有资金占用成本，机会成本等等，这都还不加上我的时间和精力 ——用兴趣的小伙伴可以预估到底要花多少万u来做？关键是有这个能力的，还来帮你做调研写文章？ 🤣

说这么多只是想告诉大家，好的独立研究是非常烧钱的，所以请大家好好珍惜

然后有小伙伴估计也留意到我在推我的substack https://t.co/oWfm2IKoZs - 起因有两个，第一个是我写完这篇文一算账把我吓了一跳，居然花了这么多钱，得赶紧想个办法回回血 🤣 太tm伤了。。；
2. 花这么多心血的文章应该被尊重 ，别人尊不尊重不要紧，但首先你自己得把它当回事
懂的人都知道我不靠写文发广告挣钱（给我钱是很难的事情），但不能这样子

这次不做老好登了，各位等我substack的订阅费攒够了我再给大家做个深度的调查开开眼 🤣🤣 

ps：各位在看的时候不觉得很奇怪吗？为什么数据总结完之后 —— 一下子就跳到了bstocks的borrow属性？！ 11-12章之间是不是缺了什么啊？ bingo ～ 缺了orderbook的流动性分析 🤣 （有空给大家单独讲讲）"
